"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"chr14",54686617,54687010,394,"*","BG2_peak_1053",277,".",11.5024,32.5593,27.7615,200,"Promoter (<=1kb)",14,54642161,54686931,44771,2,"ENSMUSG00000022185.18","ENSMUST00000022793.14",0,"56215","Acin1","apoptotic chromatin condensation inducer 1"
"chr14",54863989,54864459,471,"*","BG2_peak_1054",87,".",7.07985,12.6342,8.73187,160,"Promoter (<=1kb)",14,54853787,54864158,10372,2,"ENSMUSG00000057156.10","ENSMUST00000142283.3",0,"239099","Homez","homeodomain leucine zipper-encoding gene"
"chr14",54893666,54894161,496,"*","BG2_peak_1055",223,".",9.93355,27.009,22.3927,317,"Promoter (<=1kb)",14,54894148,54898156,4009,1,"ENSMUSG00000022194.15","ENSMUST00000116476.8",0,"12050","Bcl2l2","BCL2-like 2"
"chr14",55015139,55015691,553,"*","BG2_peak_1056",168,".",8.68056,21.2164,16.8366,193,"Promoter (<=1kb)",14,55015454,55024135,8682,1,"ENSMUSG00000022204.8","ENSMUST00000022815.8",0,"68966","Ngdn","neuroguidin, EIF4E binding protein"
"chr14",55055167,55055499,333,"*","BG2_peak_1057",63,".",4.99394,10.0681,6.35062,166,"Promoter (<=1kb)",14,55055493,55098986,43494,1,"ENSMUSG00000045691.13","ENSMUST00000185121.7",0,"105663","Thtpa","thiamine triphosphatase"
"chr14",55560130,55560856,727,"*","BG2_peak_1058a",31,".",3.9244,6.50011,3.14762,165,"Promoter (<=1kb)",14,55560512,55569931,9420,1,"ENSMUSG00000022214.14","ENSMUST00000121622.7",0,"28199","Dcaf11","DDB1 and CUL4 associated factor 11"
"chr14",55560130,55560856,727,"*","BG2_peak_1058b",136,".",7.23132,17.857,13.643,474,"Promoter (<=1kb)",14,55560512,55569931,9420,1,"ENSMUSG00000022214.14","ENSMUST00000121622.7",0,"28199","Dcaf11","DDB1 and CUL4 associated factor 11"
"chr14",55590915,55591413,499,"*","BG2_peak_1059",88,".",5.61998,12.8019,8.89011,213,"Promoter (<=1kb)",14,55587441,55591087,3647,2,"ENSMUSG00000079197.10","ENSMUST00000161807.7",0,"19188","Psme2","proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"
"chr14",55671692,55672170,479,"*","BG2_peak_1060",72,".",6.33079,11.0003,7.21287,317,"Promoter (<=1kb)",14,55662265,55671873,9609,2,"ENSMUSG00000010376.14","ENSMUST00000163750.7",0,"18002","Nedd8","neural precursor cell expressed, developmentally down-regulated gene 8"
"chr14",55681659,55682038,380,"*","BG2_peak_1061",52,".",5.24593,8.83034,5.21555,208,"Promoter (<=1kb)",14,55679083,55681817,2735,2,"ENSMUSG00000007589.8","ENSMUST00000007733.6",0,"28113","Tinf2","Terf1 (TRF1)-interacting nuclear factor 2"
"chr14",56571711,56572048,338,"*","BG2_peak_1062",88,".",6.89566,12.7429,8.8339,192,"Promoter (<=1kb)",14,56526761,56571846,45086,2,"ENSMUSG00000064128.6","ENSMUST00000065302.7",0,"219103","Cenpj","centromere protein J"
"chr14",56667975,56668379,405,"*","BG2_peak_1063",183,".",9.25586,22.8501,18.3982,174,"Promoter (<=1kb)",14,56668248,56697430,29183,1,"ENSMUSG00000079184.10","ENSMUST00000116468.1",0,"75339","Mphosph8","M-phase phosphoprotein 8"
"chr14",56778389,56778738,350,"*","BG2_peak_1064",48,".",5.41401,8.45294,4.86539,161,"Promoter (<=1kb)",14,56723986,56778316,54331,2,"ENSMUSG00000021938.11","ENSMUST00000163924.1",-73,"66645","Pspc1","paraspeckle protein 1"
"chr14",57535302,57535865,564,"*","BG2_peak_1065",16,".",3.58044,4.72676,1.68333,227,"Intron (ENSMUST00000089494.4/ENSMUSG00000050222.10, intron 2 of 2)",14,57524829,57543165,18337,1,"ENSMUSG00000050222.10","ENSMUST00000089494.4",10473,"239114","Il17d","interleukin 17D"
"chr14",58666330,58666818,489,"*","BG2_peak_1066",18,".",3.71286,4.93625,1.81593,307,"Distal Intergenic",14,58650268,58650400,133,2,"ENSMUSG00000077201.1","ENSMUST00000104013.1",-15930,"115485935","Gm25614","predicted gene, 25614"
"chr14",59440790,59441266,477,"*","BG2_peak_1067",67,".",6.24693,10.4881,6.73574,272,"Promoter (<=1kb)",14,59440981,59548903,107923,1,"ENSMUSG00000021981.9","ENSMUST00000022553.5",0,"69008","Cab39l","calcium binding protein 39-like"
"chr14",59691814,59692184,371,"*","BG2_peak_1068",16,".",3.74816,4.78527,1.68333,163,"Intron (ENSMUST00000080368.11/ENSMUSG00000021983.15, intron 32 of 35)",14,59625281,59631658,6378,1,"ENSMUSG00000044461.5","ENSMUST00000053949.5",66533,"219134","Shisa2","shisa family member 2"
"chr14",60398915,60399379,465,"*","BG2_peak_1069",66,".",6.17863,10.3765,6.63667,151,"Distal Intergenic",14,60378286,60381003,2718,1,"ENSMUSG00000021986.7","ENSMUST00000022561.6",20629,"72125","Amer2","APC membrane recruitment 2"
"chr14",60554344,60554723,380,"*","BG2_peak_1070",49,".",4.8864,8.53671,4.94255,199,"Intron (ENSMUST00000190392.1/ENSMUSG00000101797.1, intron 2 of 2)",14,60485208,60599031,113824,1,"ENSMUSG00000101797.1","ENSMUST00000190392.1",69136,NA,NA,NA
"chr14",61172602,61173009,408,"*","BG2_peak_1071",146,".",7.27967,18.9041,14.635,236,"Promoter (<=1kb)",14,61172990,61195663,22674,1,"ENSMUSG00000048279.17","ENSMUST00000121091.1",0,"50720","Sacs","sacsin"
"chr14",61330637,61331333,697,"*","BG2_peak_1072a",63,".",5.38793,10.1177,6.3952,228,"Distal Intergenic",14,61342964,61343067,104,2,"ENSMUSG00000089253.1","ENSMUST00000158628.1",11734,NA,NA,NA
"chr14",61330637,61331333,697,"*","BG2_peak_1072b",63,".",5.38793,10.1177,6.3952,423,"Distal Intergenic",14,61342964,61343067,104,2,"ENSMUSG00000089253.1","ENSMUST00000158628.1",11734,NA,NA,NA
"chr14",61439848,61440258,411,"*","BG2_peak_1073",203,".",9.7235,24.8632,20.3298,222,"Promoter (<=1kb)",14,61365186,61439947,74762,2,"ENSMUSG00000021929.8","ENSMUST00000022496.7",0,"16648","Kpna3","karyopherin subunit alpha 3"
"chr14",62416046,62416951,906,"*","BG2_peak_1074a",134,".",7.35129,17.6262,13.4241,262,"Intron (ENSMUST00000022501.9/ENSMUSG00000021933.11, intron 8 of 16)",14,62392791,62456286,63496,2,"ENSMUSG00000021933.11","ENSMUST00000165651.7",39335,"239134","Gucy1b2","guanylate cyclase 1, soluble, beta 2"
"chr14",62416046,62416951,906,"*","BG2_peak_1074b",47,".",4.60776,8.34525,4.7796,663,"Intron (ENSMUST00000022501.9/ENSMUSG00000021933.11, intron 8 of 16)",14,62392791,62456286,63496,2,"ENSMUSG00000021933.11","ENSMUST00000165651.7",39335,"239134","Gucy1b2","guanylate cyclase 1, soluble, beta 2"
"chr14",62761111,62761517,407,"*","BG2_peak_1075",253,".",10.2929,30.1168,25.3995,181,"Promoter (<=1kb)",14,62676330,62761112,84783,2,"ENSMUSG00000035161.6","ENSMUST00000053959.6",0,"18130","Ints6","integrator complex subunit 6"
"chr14",62837250,62837683,434,"*","BG2_peak_1076",187,".",9.14292,23.1859,18.7186,224,"Promoter (<=1kb)",14,62837690,62956886,119197,1,"ENSMUSG00000014547.9","ENSMUST00000014691.8",-7,"268752","Wdfy2","WD repeat and FYVE domain containing 2"
"chr14",63177860,63178421,562,"*","BG2_peak_1077",120,".",7.56088,16.1297,12.0095,185,"Promoter (<=1kb)",14,63145153,63177793,32641,2,"ENSMUSG00000021273.9","ENSMUST00000054963.9",-67,"14137","Fdft1","farnesyl diphosphate farnesyl transferase 1"
"chr14",63860557,63860947,391,"*","BG2_peak_1078",16,".",3.74816,4.78527,1.68333,225,"Promoter (<=1kb)",14,63860312,63919859,59548,1,"ENSMUSG00000021958.4","ENSMUST00000022528.4",245,"72400","Pinx1","PIN2/TERF1 interacting, telomerase inhibitor 1"
"chr14",64949817,64950311,495,"*","BG2_peak_1079",171,".",8.59547,21.5818,17.1844,254,"Promoter (<=1kb)",14,64811600,64949850,138251,2,"ENSMUSG00000021972.14","ENSMUST00000022544.13",0,"219150","Hmbox1","homeobox containing 1"
"chr14",65135544,65135996,453,"*","BG2_peak_1080",30,".",4.50022,6.41702,3.07248,51,"Distal Intergenic",14,65052060,65098106,46047,2,"ENSMUSG00000021978.8","ENSMUST00000022550.7",-37438,"54616","Extl3","exostosin-like glycosyltransferase 3"
"chr14",65149836,65150192,357,"*","BG2_peak_1081",125,".",7.37332,16.7245,12.5727,184,"Distal Intergenic",14,65052060,65098106,46047,2,"ENSMUSG00000021978.8","ENSMUST00000022550.7",-51730,"54616","Extl3","exostosin-like glycosyltransferase 3"
"chr14",65273264,65273600,337,"*","BG2_peak_1082",23,".",4.16462,5.64491,2.37838,160,"Intron (ENSMUST00000169656.1/ENSMUSG00000034532.8, intron 2 of 7)",14,65266701,65321501,54801,1,"ENSMUSG00000034532.8","ENSMUST00000169656.1",6563,"50759","Fbxo16","F-box protein 16"
"chr14",65343633,65344070,438,"*","BG2_peak_1083",223,".",9.11081,27.0141,22.397,253,"Distal Intergenic",14,65358676,65398930,40255,1,"ENSMUSG00000034522.9","ENSMUST00000066994.6",-14606,"380912","Zfp395","zinc finger protein 395"
"chr14",66309441,66309831,391,"*","BG2_peak_1084",23,".",3.98587,5.59751,2.37838,158,"3' UTR",14,66295334,66297129,1796,2,"ENSMUSG00000085984.7","ENSMUST00000153646.7",-12312,"69303","1700001G11Rik","RIKEN cDNA 1700001G11 gene"
"chr14",66494570,66494956,387,"*","BG2_peak_1085",63,".",6.01413,10.1073,6.38788,274,"Distal Intergenic",14,66591606,66591695,90,2,"ENSMUSG00000088737.1","ENSMUST00000158112.1",96739,NA,NA,NA
"chr14",67183160,67183514,355,"*","BG2_peak_1086",16,".",3.74816,4.78527,1.68333,96,"Distal Intergenic",14,67232437,67233129,693,2,"ENSMUSG00000093744.1","ENSMUST00000175861.1",49615,NA,NA,NA
"chr14",67234452,67234804,353,"*","BG2_peak_1087",38,".",4.71057,7.30991,3.85062,163,"Promoter (<=1kb)",14,67234644,67428687,194044,1,"ENSMUSG00000022053.13","ENSMUST00000176029.1",0,"13592","Ebf2","early B cell factor 2"
"chr14",67314172,67314600,429,"*","BG2_peak_1088",23,".",4.16462,5.64491,2.37838,1,"Promoter (<=1kb)",14,67304888,67314711,9824,2,"ENSMUSG00000075549.2","ENSMUST00000100448.2",111,"628416","Gm6878","predicted gene 6878"
"chr14",67715599,67716176,578,"*","BG2_peak_1089",603,".",12.6106,65.7055,60.3546,328,"Promoter (<=1kb)",14,67715937,67739661,23725,1,"ENSMUSG00000034327.17","ENSMUST00000152243.7",0,"105440","Kctd9","potassium channel tetramerisation domain containing 9"
"chr14",75473068,75473706,639,"*","BG2_peak_1090",67,".",5.61099,10.52,6.76559,365,"Intron (ENSMUST00000164848.1/ENSMUSG00000091722.1, intron 1 of 1)",14,75455982,75526141,70160,1,"ENSMUSG00000091722.1","ENSMUST00000164848.1",17086,"380918","Siah3","siah E3 ubiquitin protein ligase family member 3"
"chr14",75521752,75522301,550,"*","BG2_peak_1091",16,".",3.682,4.68336,1.68333,108,"Intron (ENSMUST00000164848.1/ENSMUSG00000091722.1, intron 1 of 1)",14,75455982,75526141,70160,1,"ENSMUSG00000091722.1","ENSMUST00000164848.1",65770,"380918","Siah3","siah E3 ubiquitin protein ligase family member 3"
"chr14",75527443,75527924,482,"*","BG2_peak_1092",61,".",5.41129,9.80405,6.10558,227,"Distal Intergenic",14,75582834,75591985,9152,2,"ENSMUSG00000034913.9","ENSMUST00000035243.3",64061,"67926","Cby2","chibby family member 2"
"chr14",75844944,75845376,433,"*","BG2_peak_1093",106,".",7.00284,14.6624,10.6327,204,"Promoter (<=1kb)",14,75845093,75848415,3323,1,"ENSMUSG00000060126.14","ENSMUST00000110894.8",0,"22070","Tpt1","tumor protein, translationally-controlled 1"
"chr14",76254881,76255455,575,"*","BG2_peak_1094",315,".",10.4208,36.5045,31.5942,321,"Distal Intergenic",14,76236688,76237353,666,2,"ENSMUSG00000095427.1","ENSMUST00000095471.4",-17528,"100043752","Rps2-ps6","ribosomal protein S2, pseudogene 6"
"chr14",76414544,76414884,341,"*","BG2_peak_1095",194,".",9.86202,23.9795,19.4802,168,"Promoter (<=1kb)",14,76414961,76507762,92802,1,"ENSMUSG00000022010.19","ENSMUST00000110888.7",-77,"21807","Tsc22d1","TSC22 domain family, member 1"
"chr14",76505659,76506331,673,"*","BG2_peak_1096",36,".",4.25723,7.10889,3.66949,194,"Promoter (<=1kb)",14,76505098,76507002,1905,1,"ENSMUSG00000022010.19","ENSMUST00000133224.1",561,"21807","Tsc22d1","TSC22 domain family, member 1"
"chr14",76610790,76611349,560,"*","BG2_peak_1097",18,".",3.73588,4.97258,1.84847,121,"Distal Intergenic",14,76532814,76556687,23874,2,"ENSMUSG00000052584.9","ENSMUST00000064517.7",-54103,"72661","Serp2","stress-associated endoplasmic reticulum protein family member 2"
"chr14",77308361,77308842,482,"*","BG2_peak_1098",39,".",4.99754,7.48185,3.98901,173,"Intron (ENSMUST00000022589.7/ENSMUSG00000022012.8, intron 2 of 18)",14,77251847,77252314,468,2,"ENSMUSG00000063556.5","ENSMUST00000099431.5",-56047,"100043755","Gm10132","ribosomal protein L23A pseudogene"
"chr14",78152182,78152689,508,"*","BG2_peak_1099",31,".",4.58108,6.54489,3.15402,339,"Distal Intergenic",14,78191373,78191478,106,2,"ENSMUSG00000087932.1","ENSMUST00000157307.1",38789,"100316715","Mir1971","microRNA 1971"
"chr14",79277429,79277841,413,"*","BG2_peak_1100",23,".",3.96204,5.55918,2.36302,133,"Distal Intergenic",14,79288756,79301645,12890,2,"ENSMUSG00000022018.7","ENSMUST00000022595.7",23804,"66214","Rgcc","regulator of cell cycle"
"chr14",79587346,79587709,364,"*","BG2_peak_1101",31,".",4.58108,6.54489,3.15402,128,"Promoter (<=1kb)",14,79587691,79629755,42065,1,"ENSMUSG00000022024.9","ENSMUST00000054908.8",0,"67955","Sugt1","SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)"
"chr14",84156249,84156621,373,"*","BG2_peak_1102",16,".",3.74816,4.78527,1.68333,126,"Distal Intergenic",14,84443563,84537060,93498,1,"ENSMUSG00000035566.6","ENSMUST00000071370.5",-286942,"219228","Pcdh17","protocadherin 17"
"chr14",86748847,86749217,371,"*","BG2_peak_1103",63,".",5.97436,10.042,6.32656,203,"Intron (ENSMUST00000022599.13/ENSMUSG00000022021.13, intron 27 of 27)",14,86920621,86920711,91,2,"ENSMUSG00000077948.2","ENSMUST00000104755.2",171494,NA,NA,NA
"chr14",87140946,87141326,381,"*","BG2_peak_1104",16,".",3.73271,4.76147,1.68333,198,"Promoter (<=1kb)",14,86655367,87141224,485858,2,"ENSMUSG00000022021.13","ENSMUST00000022599.13",0,"56419","Diaph3","diaphanous related formin 3"
"chr14",93890586,93891005,420,"*","BG2_peak_1105",206,".",9.87292,25.1477,20.6017,227,"Promoter (<=1kb)",14,93013410,93890669,877260,2,"ENSMUSG00000055421.8","ENSMUST00000195826.5",0,"211712","Pcdh9","protocadherin 9"
"chr14",102982606,102983037,432,"*","BG2_peak_1106",13,".",3.13675,4.19989,1.30243,369,"Promoter (<=1kb)",14,102982549,102982632,84,2,"ENSMUSG00000092901.1","ENSMUST00000175160.1",0,"100628599","Mir5130","microRNA 5130"
"chr14",103778312,103778729,418,"*","BG2_peak_1107",31,".",4.37454,6.47955,3.12769,343,"Distal Intergenic",14,103814626,103843696,29071,2,"ENSMUSG00000022122.14","ENSMUST00000172237.1",64967,"13618","Ednrb","endothelin receptor type B"
"chr14",105588192,105588659,468,"*","BG2_peak_1108",51,".",5.18572,8.72845,5.12159,165,"Distal Intergenic",14,105623642,105623770,129,2,"ENSMUSG00000098780.1","ENSMUST00000184405.1",35111,"102465207","Mir6390","microRNA 6390"
"chr14",105631285,105631797,513,"*","BG2_peak_1109",57,".",5.60383,9.42997,5.76803,198,"Intron (ENSMUST00000211251.1/ENSMUSG00000110080.1, intron 1 of 6)",14,105623029,105626520,3492,2,"ENSMUSG00000110080.1","ENSMUST00000209522.1",-4765,"620376","Gm6145","predicted gene 6145"
"chr14",117694953,117695435,483,"*","BG2_peak_1110",16,".",3.74816,4.78527,1.68333,324,"Intron (ENSMUST00000078849.10/ENSMUSG00000058571.10, intron 4 of 8)",14,117953743,117953847,105,2,"ENSMUSG00000098648.1","ENSMUST00000183564.1",258412,"102465148","Mir6239","microRNA 6239"
"chr14",118180432,118180984,553,"*","BG2_peak_1111",48,".",5.41401,8.45294,4.86539,245,"Distal Intergenic",14,118137127,118164232,27106,1,"ENSMUSG00000022131.2","ENSMUST00000022728.2",43305,"58245","Gpr180","G protein-coupled receptor 180"
"chr14",118230556,118231065,510,"*","BG2_peak_1112",54,".",5.17502,9.04426,5.4125,189,"Distal Intergenic",14,118236232,118238759,2528,1,"ENSMUSG00000090534.1","ENSMUST00000164755.1",-5167,"105245869","Gm4675","predicted gene 4675"
"chr14",118422384,118422800,417,"*","BG2_peak_1113",33,".",4.53937,6.74668,3.33748,229,"Distal Intergenic",14,118365878,118398170,32293,1,"ENSMUSG00000099911.1","ENSMUST00000186060.1",56506,"73306","1700044C05Rik","RIKEN cDNA 1700044C05 gene"
"chr14",120477367,120477876,510,"*","BG2_peak_1114",347,".",10.4847,39.7552,34.765,259,"Promoter (<=1kb)",14,120478461,120507194,28734,1,"ENSMUSG00000051615.13","ENSMUST00000062117.12",-585,"76108","Rap2a","RAS related protein 2a"
"chr14",120823125,120823553,429,"*","BG2_peak_1115",23,".",4.16462,5.64491,2.37838,113,"Distal Intergenic",14,120798853,120798936,84,1,"ENSMUSG00000084476.1","ENSMUST00000122527.1",24272,NA,NA,NA
"chr14",122534219,122534568,350,"*","BG2_peak_1116",110,".",7.23215,15.0763,11.021,156,"Promoter (<=1kb)",14,122534339,122889944,355606,1,"ENSMUSG00000041650.15","ENSMUST00000038374.12",0,"110821","Pcca","propionyl-Coenzyme A carboxylase, alpha polypeptide"
"chr15",3327759,3328112,354,"*","BG2_peak_1117",32,".",4.51104,6.70089,3.2963,245,"Exon (ENSMUST00000069451.10/ENSMUSG00000055737.12, exon 8 of 11)",15,3280627,3303526,22900,2,"ENSMUSG00000091119.1","ENSMUST00000165386.1",-24233,"100039139","Ccdc152","coiled-coil domain containing 152"
"chr15",3545402,3545739,338,"*","BG2_peak_1118",23,".",4.16462,5.64491,2.37838,160,"Intron (ENSMUST00000069451.10/ENSMUSG00000055737.12, intron 1 of 10)",15,3319009,3581842,262834,2,"ENSMUSG00000055737.12","ENSMUST00000161561.7",36103,"14600","Ghr","growth hormone receptor"
"chr15",3995692,3996069,378,"*","BG2_peak_1119",408,".",12.4825,45.9662,40.8461,197,"Promoter (<=1kb)",15,3982036,3995752,13717,2,"ENSMUSG00000041935.9","ENSMUST00000046633.8",0,"106064","Rimoc1","RAB7A interacting MON1-CCZ1 complex subunit 1"
"chr15",5116115,5116604,490,"*","BG2_peak_1120",56,".",4.96823,9.34309,5.68809,359,"Promoter (<=1kb)",15,5116613,5119140,2528,1,"ENSMUSG00000041841.7","ENSMUST00000045356.7",-9,"67281","Rpl37","ribosomal protein L37"
"chr15",5583628,5584017,390,"*","BG2_peak_1121",39,".",4.99754,7.48185,3.98901,248,"Intron (ENSMUST00000211750.1/ENSMUSG00000110018.1, intron 6 of 8)",15,5496266,5594984,98719,1,"ENSMUSG00000110018.1","ENSMUST00000211750.1",87362,"71432","5430437J10Rik","RIKEN cDNA 5430437J10 gene"
"chr15",5869621,5870149,529,"*","BG2_peak_1122",29,".",4.27114,6.31104,2.97934,347,"Distal Intergenic",15,5864306,5864419,114,1,"ENSMUSG00000098565.1","ENSMUST00000185048.1",5315,NA,NA,NA
"chr15",6602392,6602747,356,"*","BG2_peak_1123",15,".",3.53783,4.46104,1.52278,99,"Intron (ENSMUST00000090461.11/ENSMUSG00000022148.15, intron 1 of 17)",15,6579871,6663304,83434,1,"ENSMUSG00000022148.15","ENSMUST00000090461.11",22521,"23880","Fyb","FYN binding protein"
"chr15",6988100,6988713,614,"*","BG2_peak_1124a",47,".",4.45759,8.36411,4.79614,170,"Distal Intergenic",15,6996037,7002508,6472,1,"ENSMUSG00000104334.1","ENSMUST00000192751.1",-7324,NA,NA,NA
"chr15",6988100,6988713,614,"*","BG2_peak_1124b",35,".",4.01178,6.92881,3.50545,509,"Distal Intergenic",15,6996037,7002508,6472,1,"ENSMUSG00000104334.1","ENSMUST00000192751.1",-7324,NA,NA,NA
"chr15",7129359,7129702,344,"*","BG2_peak_1125",40,".",4.53502,7.60434,4.09959,141,"Promoter (<=1kb)",15,7129559,7191743,62185,1,"ENSMUSG00000054263.11","ENSMUST00000067190.11",0,"16880","Lifr","LIF receptor alpha"
"chr15",7648019,7648557,539,"*","BG2_peak_1126",22,".",3.91521,5.48376,2.29838,363,"Distal Intergenic",15,7669965,7670340,376,2,"ENSMUSG00000103142.1","ENSMUST00000194645.1",21783,NA,NA,NA
"chr15",8191726,8192105,380,"*","BG2_peak_1127",16,".",3.74816,4.78527,1.68333,99,"Intron (ENSMUST00000110617.1/ENSMUSG00000039801.6, intron 15 of 52)",15,8169106,8271158,102053,1,"ENSMUSG00000039801.6","ENSMUST00000110617.1",22620,"73692","Cplane1","ciliogenesis and planar polarity effector 1"
"chr15",8629158,8629691,534,"*","BG2_peak_1128",17,".",3.43819,4.91627,1.79953,119,"Distal Intergenic",15,8652106,8655073,2968,2,"ENSMUSG00000103047.1","ENSMUST00000195237.1",25382,NA,NA,NA
"chr15",8659546,8660266,721,"*","BG2_peak_1129",84,".",5.22453,12.3146,8.43508,172,"Intron (ENSMUST00000005493.13/ENSMUSG00000005360.14, intron 3 of 9)",15,8652106,8655073,2968,2,"ENSMUSG00000103047.1","ENSMUST00000195237.1",-4473,NA,NA,NA
"chr15",8706256,8706701,446,"*","BG2_peak_1130",43,".",4.51975,7.87679,4.35175,106,"Intron (ENSMUST00000005493.13/ENSMUSG00000005360.14, intron 2 of 9)",15,8686016,8710409,24394,2,"ENSMUSG00000005360.14","ENSMUST00000157065.1",3708,"20512","Slc1a3","solute carrier family 1 (glial high affinity glutamate transporter), member 3"
"chr15",8781364,8781697,334,"*","BG2_peak_1131",55,".",4.70523,9.16427,5.52356,213,"Distal Intergenic",15,8634124,8710764,76641,2,"ENSMUSG00000005360.14","ENSMUST00000005493.13",-70600,"20512","Slc1a3","solute carrier family 1 (glial high affinity glutamate transporter), member 3"
"chr15",9071061,9071484,424,"*","BG2_peak_1132",107,".",6.18448,14.7943,10.7575,205,"Promoter (<=1kb)",15,9071260,9110487,39228,1,"ENSMUSG00000022253.14","ENSMUST00000067760.10",0,"68646","Nadk2","NAD kinase 2, mitochondrial"
"chr15",9140395,9140741,347,"*","BG2_peak_1133",71,".",6.05078,10.9125,7.13118,161,"Promoter (<=1kb)",15,9140621,9198318,57698,1,"ENSMUSG00000039704.6","ENSMUST00000090380.4",0,"320506","Lmbrd2","LMBR1 domain containing 2"
"chr15",10028848,10029332,485,"*","BG2_peak_1134",16,".",3.74816,4.78527,1.68333,124,"Distal Intergenic",15,10051826,10052113,288,1,"ENSMUSG00000088156.1","ENSMUST00000157531.1",-22494,NA,NA,NA
"chr15",10165252,10165597,346,"*","BG2_peak_1135",14,".",3.44783,4.32198,1.40442,102,"Distal Intergenic",15,10177655,10337009,159355,1,"ENSMUSG00000005268.20","ENSMUST00000124470.7",-12058,"19116","Prlr","prolactin receptor"
"chr15",10485872,10486277,406,"*","BG2_peak_1136",13,".",3.38328,4.22207,1.32018,153,"Promoter (<=1kb)",15,10474779,10485947,11169,2,"ENSMUSG00000022247.12","ENSMUST00000022855.11",0,"67832","Brix1","BRX1, biogenesis of ribosomes"
"chr15",10530317,10530810,494,"*","BG2_peak_1137",41,".",4.94873,7.69986,4.18772,371,"Exon (ENSMUST00000022857.13/ENSMUSG00000022249.13, exon 7 of 11)",15,10525623,10526881,1259,2,"ENSMUSG00000091615.2","ENSMUST00000168549.2",-3436,NA,NA,NA
"chr15",10879514,10879930,417,"*","BG2_peak_1138",28,".",4.32402,6.13765,2.82227,157,"Distal Intergenic",15,10952332,10980150,27819,1,"ENSMUSG00000058914.12","ENSMUST00000022853.14",-72402,"81799","C1qtnf3","C1q and tumor necrosis factor related protein 3"
"chr15",11064024,11064924,901,"*","BG2_peak_1139",75,".",5.44685,11.3193,7.51157,683,"Promoter (<=1kb)",15,11064790,11346867,282078,1,"ENSMUSG00000047497.9","ENSMUST00000061318.7",0,"239337","Adamts12","ADAM metallopeptidase with thrombospondin type 1 motif 12"
"chr15",11198609,11199046,438,"*","BG2_peak_1140",16,".",3.4771,4.56247,1.60993,131,"Intron (ENSMUST00000061318.7/ENSMUSG00000047497.9, intron 3 of 23)",15,11064790,11346867,282078,1,"ENSMUSG00000047497.9","ENSMUST00000061318.7",133819,"239337","Adamts12","ADAM metallopeptidase with thrombospondin type 1 motif 12"
"chr15",11399385,11399840,456,"*","BG2_peak_1141",84,".",6.20234,12.3589,8.47613,287,"Promoter (<=1kb)",15,11383663,11399658,15996,2,"ENSMUSG00000022241.5","ENSMUST00000022849.5",0,"110960","Tars1","threonyl-tRNA synthetase 1"
"chr15",12204757,12205088,332,"*","BG2_peak_1142",161,".",7.55202,20.4557,16.1106,250,"Promoter (<=1kb)",15,12205028,12272240,67213,1,"ENSMUSG00000039458.14","ENSMUST00000038172.14",0,"268783","Mtmr12","myotubularin related protein 12"
"chr15",12320959,12321401,443,"*","BG2_peak_1143",41,".",4.581,7.68536,4.1761,289,"Promoter (<=1kb)",15,12321496,12351265,29770,1,"ENSMUSG00000022200.7","ENSMUST00000059680.5",-95,"66629","Golph3","golgi phosphoprotein 3"
"chr15",12366047,12366475,429,"*","BG2_peak_1144",110,".",6.13178,15.0977,11.0413,200,"Intron (ENSMUST00000075317.11/ENSMUSG00000022197.15, intron 22 of 23)",15,12321438,12321899,462,2,"ENSMUSG00000097221.1","ENSMUST00000180521.1",-44148,NA,NA,NA
"chr15",12610320,12610857,538,"*","BG2_peak_1145",16,".",3.60848,4.57003,1.61304,117,"Distal Intergenic",15,12359711,12592556,232846,2,"ENSMUSG00000022197.15","ENSMUST00000075317.11",-17764,"68070","Pdzd2","PDZ domain containing 2"
"chr15",12772907,12773277,371,"*","BG2_peak_1146",21,".",3.82481,5.33767,2.16999,338,"Distal Intergenic",15,12808177,12824657,16481,2,"ENSMUSG00000022195.6","ENSMUST00000057256.3",51380,"77877","6030458C11Rik","RIKEN cDNA 6030458C11 gene"
"chr15",17830679,17831014,336,"*","BG2_peak_1147",17,".",3.69011,4.90034,1.78524,100,"Distal Intergenic",15,17935578,17935885,308,1,"ENSMUSG00000088133.1","ENSMUST00000157508.1",-104564,NA,NA,NA
"chr15",19962620,19963024,405,"*","BG2_peak_1148",16,".",3.74816,4.78527,1.68333,98,"Distal Intergenic",15,20184832,20184961,130,1,"ENSMUSG00000089320.1","ENSMUST00000158695.1",-221808,"115485993","Gm25976","predicted gene, 25976"
"chr15",20526767,20527196,430,"*","BG2_peak_1149",38,".",4.90934,7.34095,3.87847,53,"Distal Intergenic",15,20665219,20666750,1532,2,"ENSMUSG00000047565.4","ENSMUST00000052910.4",139554,"64833","Acot10","acyl-CoA thioesterase 10"
"chr15",20830201,20830549,349,"*","BG2_peak_1150",39,".",4.99754,7.48185,3.98901,196,"Distal Intergenic",15,20908872,20908999,128,1,"ENSMUSG00000089258.1","ENSMUST00000158633.1",-78323,"115485994","Gm25711","predicted gene, 25711"
