"seqnames","start","end","width","strand","exo_signal","endo_signal","enrichment","pvalue","binding_type","binding_type_by_peaks","significant","cpg_score","cpg_name","cpg_length","region_length","region_start","region_end","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr11",87817142,87817416,275,"*",13.5466890177514,17.1982592995977,0.787677914477561,0.7,"both","endo_only","False","CpG:",1254,274,2078,87816177,87818255,"Promoter (<=1kb)",11,87816569,87817505,937,2,"76113","ENSMUST00000157004.1",89,"ENSMUSG00000009356","Lpo","lactoperoxidase"
"chr11",87853132,87853340,209,"*",25.9413733455339,21.3863408765199,1.21298792978723,0.7,"both","exo_only","False","CpG:",1255,208,1397,87852767,87854164,"Promoter (<=1kb)",11,87853215,87863803,10589,1,"380718","ENSMUST00000038196.6",0,"ENSMUSG00000034121","Mks1","MKS transition zone complex subunit 1"
"chr11",87871383,87871613,231,"*",21.8657012131915,3.30638007247487,6.61318442946721,0.666666666666667,"exo_only","exo_only","False","CpG:",1255,230,2159,87870944,87873103,"Promoter (<=1kb)",11,87869373,87871768,2396,2,"13861","ENSMUST00000125590.1",155,"ENSMUSG00000052234","Epx","eosinophil peroxidase"
"chr11",87986772,87987654,883,"*",32.6233534694996,19.8992025236338,1.63943019479065,0.4,"both","both","False","CpG:",1256,882,2426,87985750,87988176,"Promoter (<=1kb)",11,87979525,87987533,8009,2,"68097","ENSMUST00000020775.8",0,"ENSMUSG00000020483","Dynll2","dynein light chain LC8-type 2"
"chr11",88047189,88048653,1465,"*",39.1101108860229,20.7475563943238,1.88504661188548,0.4,"both","both","False","CpG:",1256,1464,2543,88047061,88049604,"Promoter (<=1kb)",11,88047373,88053755,6383,1,"110809","ENSMUST00000139129.8",0,"ENSMUSG00000018379","Srsf1","serine and arginine-rich splicing factor 1"
"chr11",88067845,88069300,1456,"*",12.9961973376187,12.9886819261457,1.00057861232692,1,"both","both","False","CpG:",1256,1455,5264,88065951,88071215,"Promoter (<=1kb)",11,88068279,88084729,16451,1,"22344","ENSMUST00000018521.10",0,"ENSMUSG00000018377","Vezf1","vascular endothelial zinc finger 1"
"chr11",88099079,88099957,879,"*",12.4637645443784,17.2431978323014,0.722822104437622,0.7,"both","both","False","CpG:",1257,878,4345,88097429,88101774,"Promoter (<=1kb)",11,88099146,88194140,94995,1,"103841","ENSMUST00000018522.12",0,"ENSMUSG00000018378","Cuedc1","CUE domain containing 1"
"chr11",88169646,88170072,427,"*",18.6105568932764,14.4532872525976,1.28763488665401,0.7,"both","endo_only","False","CpG:",1257,426,4312,88168079,88172391,"5' UTR",11,88162261,88194140,31880,1,"103841","ENSMUST00000154812.7",7385,"ENSMUSG00000018378","Cuedc1","CUE domain containing 1"
"chr11",88204160,88204603,444,"*",34.4804830321224,19.1789519418996,1.79782936714045,0.4,"both","both","False","CpG:",1257,443,4051,88201095,88205146,"Promoter (<=1kb)",11,88204388,88211507,7120,1,"64656","ENSMUST00000024486.13",0,"ENSMUSG00000023723","Mrps23","mitochondrial ribosomal protein S23"
"chr11",88294375,88294588,214,"*",17.1900639136216,12.2454802679695,1.40378846214678,0.7,"both","endo_only","False","CpG:",1258,213,3814,88291681,88295495,"Promoter (<=1kb)",11,88294058,88295261,1204,1,"74297","ENSMUST00000037268.5",317,"ENSMUSG00000034031","Ccdc182","coiled-coil domain containing 182"
"chr11",88717840,88719127,1288,"*",38.0941889499579,24.2632057450407,1.57003939834884,0.4,"both","both","False","CpG:",1261,1287,3785,88718113,88721898,"Promoter (<=1kb)",11,88718645,88722600,3956,1,"193280","ENSMUST00000138007.1",0,NA,"C030037D09Rik","RIKEN cDNA C030037D09 gene"
"chr11",88863935,88864835,901,"*",36.6266192168686,25.6751230499428,1.42654113655553,0.4,"both","both","False","CpG:",1262,900,3808,88861987,88865795,"Promoter (<=1kb)",11,88830792,88864586,33795,2,"11640","ENSMUST00000018572.10",0,"ENSMUSG00000018428","Akap1","A kinase anchor protein 1"
"chr11",88955227,88955513,287,"*",15.0250973538502,30.6828649491229,0.489690170026958,0.7,"both","both","False","CpG:",1263,286,2209,88953855,88956064,"Promoter (<=1kb)",11,88924020,88955465,31446,2,"74617","ENSMUST00000000287.8",0,"ENSMUSG00000000278","Scpep1","serine carboxypeptidase 1"
"chr11",88973826,88974336,511,"*",19.8070779324482,23.947827744994,0.82709288472265,1,"both","both","False","CpG:",1263,510,2462,88973013,88975475,"Promoter (<=1kb)",11,88973935,88991613,17679,1,"12812","ENSMUST00000036649.7",0,"ENSMUSG00000033983","Coil","coilin"
"chr11",88999234,89000002,769,"*",6.74257406704471,24.8389168853931,0.271452016130775,0.4,"both","endo_only","False","CpG:",1264,768,1409,88998635,89000044,"Promoter (<=1kb)",11,88999376,89013702,14327,1,"217069","ENSMUST00000100627.8",0,"ENSMUSG00000000275","Trim25","tripartite motif-containing 25"
"chr11",89060000,89060939,940,"*",23.6269441670569,22.9914982930608,1.02763829768275,0.7,"both","both","False","CpG:",1264,939,3357,89058569,89061926,"Promoter (<=1kb)",11,89037582,89060748,23167,2,"56077","ENSMUST00000000285.8",0,"ENSMUSG00000000276","Dgke","diacylglycerol kinase, epsilon"
"chr11",89301374,89302842,1469,"*",10.4568851077051,8.05247717835645,1.29859233079372,0.7,"both","endo_only","False","CpG:",1266,1468,1581,89301729,89303310,"Promoter (<=1kb)",11,89300638,89302332,1695,2,"18121","ENSMUST00000061728.4",0,"ENSMUSG00000048616","Nog","noggin"
"chr11",90249224,90249822,599,"*",39.1140037175768,46.874731982152,0.834436850379643,1,"both","both","False","CpG:",1273,598,2218,90248283,90250501,"Promoter (<=1kb)",11,90249456,90268465,19010,1,"67468","ENSMUST00000107887.7",0,"ENSMUSG00000003948","Mmd","monocyte to macrophage differentiation-associated"
"chr11",90389629,90389855,227,"*",20.5766056076215,21.6581252305763,0.950064023942944,1,"both","both","False","CpG:",1274,226,2906,90389103,90392009,"Promoter (<=1kb)",11,90338990,90389690,50701,2,"217082","ENSMUST00000043658.11",0,"ENSMUSG00000003949","Hlf","hepatic leukemia factor"
"chr11",90390735,90391186,452,"*",20.5766056076215,21.6581252305763,0.950064023942944,1,"both","both","False","CpG:",1274,451,2906,90389103,90392009,"Promoter (<=1kb)",11,90336536,90390895,54360,2,"217082","ENSMUST00000004051.7",0,"ENSMUSG00000003949","Hlf","hepatic leukemia factor"
"chr11",90417919,90418286,368,"*",49.2237496113889,40.0061918147761,1.23040327955455,1,"both","both","False","CpG:",1274,367,1919,90417008,90418927,"Distal Intergenic",11,90336536,90390895,54360,2,"217082","ENSMUST00000004051.7",-27024,"ENSMUSG00000003949","Hlf","hepatic leukemia factor"
"chr11",90637769,90638673,905,"*",54.9298581898085,18.1241868881952,3.03074882910117,0.1,"both","both","False","CpG:",1276,904,2345,90636811,90639156,"Promoter (<=1kb)",11,90476492,90638084,161593,2,"20913","ENSMUST00000143203.7",0,"ENSMUSG00000020546","Stxbp4","syntaxin binding protein 4"
"chr11",90687348,90687819,472,"*",25.1350862810934,7.03166605073798,3.57455631421168,0.2,"both","exo_only","False","CpG:",1276,471,6971,90684655,90691626,"Promoter (<=1kb)",11,90643465,90687607,44143,2,"71943","ENSMUST00000020849.8",0,"ENSMUSG00000020541","Tom1l1","target of myb1-like 1 (chicken)"
"chr11",93884846,93886590,1745,"*",43.9463290407147,40.293808678156,1.09064718581787,1,"both","both","False","CpG:",1301,1744,4226,93884189,93888415,"Promoter (<=1kb)",11,93885852,93946985,61134,1,"103537","ENSMUST00000107853.7",0,"ENSMUSG00000059474","Mbtd1","mbt domain containing 1"
"chr11",93955400,93956062,663,"*",28.2560493110748,30.3515030067681,0.930960463630877,1,"both","both","False","CpG:",1301,662,2212,93954976,93957188,"Promoter (<=1kb)",11,93949817,93955783,5967,2,"18103","ENSMUST00000072566.4",0,"ENSMUSG00000020857","Nme2","NME/NM23 nucleoside diphosphate kinase 2"
"chr11",93996308,93996727,420,"*",27.8893548535899,22.3903738105424,1.24559576760878,0.7,"both","both","False","CpG:",1302,419,4555,93993040,93997595,"Promoter (<=1kb)",11,93996103,94126085,129983,1,"70834","ENSMUST00000041956.13",205,"ENSMUSG00000020859","Spag9","sperm associated antigen 9"
"chr11",94148914,94149388,475,"*",18.5425056685141,9.8573395865478,1.88108622064912,0.4,"both","both","False","CpG:",1303,474,4571,94148931,94153502,"Intron (ENSMUST00000132584.7/ENSMUST00000132584.7, intron 2 of 5)",11,94211454,94215495,4042,1,"22057","ENSMUST00000041589.5",-62066,"ENSMUSG00000037573","Tob1","transducer of ErbB-2.1"
"chr11",94210243,94212093,1851,"*",24.973003002305,62.0323890624689,0.402580061476535,0.1,"both","both","False","CpG:",1303,1850,4358,94209083,94213441,"Promoter (<=1kb)",11,94211454,94215495,4042,1,"22057","ENSMUST00000041589.5",0,"ENSMUSG00000037573","Tob1","transducer of ErbB-2.1"
"chr11",94321399,94322144,746,"*",24.1235468707897,10.1664699803585,2.37285379462056,0.2,"both","both","False","CpG:",1304,745,2846,94320518,94323364,"Promoter (<=1kb)",11,94287890,94321958,34069,2,"67684","ENSMUST00000166312.7",0,"ENSMUSG00000020863","Luc7l3","LUC7-like 3 (S. cerevisiae)"
"chr11",94328295,94328652,358,"*",11.3631156976661,22.0785786148853,0.514666994459739,0.2,"both","both","False","CpG:",1304,357,6079,94325952,94332031,"Promoter (<=1kb)",11,94328254,94339509,11256,1,"71452","ENSMUST00000021227.5",41,"ENSMUSG00000020864","Ankrd40","ankyrin repeat domain 40"
"chr11",94473317,94474632,1316,"*",18.4116840628429,13.3998040837372,1.37402636245917,0.7,"both","both","False","CpG:",1305,1315,7779,94471591,94479370,"Promoter (<=1kb)",11,94408391,94474100,65710,2,"12291","ENSMUST00000100561.9",0,"ENSMUSG00000020866","Cacna1g","calcium channel, voltage-dependent, T type, alpha 1G subunit"
"chr11",94485985,94486306,322,"*",19.6980509638559,9.39277619524072,2.09714897431888,0.1,"both","exo_only","False","CpG:",1305,321,6115,94481232,94487347,"Promoter (<=1kb)",11,94484608,94486179,1572,2,"217116","ENSMUST00000125310.1",0,"ENSMUSG00000020867","Spata20","spermatogenesis associated 20"
"chr11",94491101,94491484,384,"*",23.3271922433172,15.8306706180569,1.47354416032821,0.2,"both","both","False","CpG:",1305,383,2066,94489996,94492062,"3' UTR",11,94484608,94486179,1572,2,"217116","ENSMUST00000125310.1",-4922,"ENSMUSG00000020867","Spata20","spermatogenesis associated 20"
"chr11",94521255,94521557,303,"*",27.5471113997459,3.88950472559248,7.08242137321216,0.1,"both","exo_only","False","CpG:",1306,302,1785,94520559,94522344,"Promoter (<=1kb)",11,94501347,94521742,20396,2,"104601","ENSMUST00000093945.9",185,"ENSMUSG00000039110","Mycbpap","MYCBP associated protein"
"chr11",94548858,94549288,431,"*",31.2372593728155,24.5222483088331,1.27383341769538,0.2,"both","both","False","CpG:",1306,430,4059,94546501,94550560,"Promoter (<=1kb)",11,94539798,94549199,9402,2,"237926","ENSMUST00000040487.3",0,"ENSMUSG00000039096","Rsad1","radical S-adenosyl methionine domain containing 1"
"chr11",94601622,94601864,243,"*",24.0012868613519,19.0370612205073,1.26076638528099,0.4,"both","both","False","CpG:",1306,242,3921,94599894,94603815,"Promoter (<=1kb)",11,94570291,94601769,31479,2,"264895","ENSMUST00000155122.1",0,"ENSMUSG00000076435","Acsf2","acyl-CoA synthetase family member 2"
"chr11",94629603,94630167,565,"*",33.2152850044999,15.9434726240115,2.08331558549398,0.2,"both","exo_only","False","CpG:",1306,564,2131,94629311,94631442,"Promoter (<=1kb)",11,94629767,94645216,15450,1,"98238","ENSMUST00000021239.6",0,"ENSMUSG00000020869","Lrrc59","leucine rich repeat containing 59"
"chr11",94653727,94654003,277,"*",23.2037039578131,20.469158609547,1.13359344174463,1,"both","both","False","CpG:",1307,276,2219,94653521,94655740,"Promoter (<=1kb)",11,94644996,94653964,8969,2,"268465","ENSMUST00000039949.4",0,"ENSMUSG00000039055","Eme1","essential meiotic structure-specific endonuclease 1"
"chr11",94676970,94677581,612,"*",21.3183380687146,10.0812872414872,2.11464444550135,0.4,"both","both","False","CpG:",1307,611,4216,94675539,94679755,"Promoter (<=1kb)",11,94663851,94677515,13665,2,"217119","ENSMUST00000116349.8",0,"ENSMUSG00000020868","Xylt2","xylosyltransferase II"
"chr11",94979093,94979302,210,"*",19.1282382542116,19.9407443451322,0.959253973830776,1,"both","both","False","CpG:",1309,209,2399,94978514,94980913,"Promoter (2-3kb)",11,94963208,94976327,13120,2,"20391","ENSMUST00000166320.7",-2766,"ENSMUSG00000001508","Sgca","sarcoglycan, alpha (dystrophin-associated glycoprotein)"
"chr11",94990898,94992990,2093,"*",18.0745952858187,14.7138206232776,1.2284093811246,0.7,"both","both","False","CpG:",1309,2092,8429,94986631,94995060,"Promoter (<=1kb)",11,94991035,95006899,15865,1,"217124","ENSMUST00000038696.11",0,"ENSMUSG00000038976","Ppp1r9b","protein phosphatase 1, regulatory subunit 9B"
"chr11",95009815,95010566,752,"*",25.1885649315477,16.045360138626,1.56983481292584,0.7,"both","exo_only","False","CpG:",1309,751,2831,95008533,95011364,"Promoter (<=1kb)",11,95009879,95026087,16209,1,"217125","ENSMUST00000055947.9",0,"ENSMUSG00000047181","Samd14","sterile alpha motif domain containing 14"
"chr11",95041096,95041507,412,"*",29.5031752597359,24.9479785420403,1.18258780806708,0.7,"both","both","False","CpG:",1310,411,4048,95038704,95042752,"Promoter (<=1kb)",11,95026258,95041354,15097,2,"18604","ENSMUST00000038431.7",0,"ENSMUSG00000038967","Pdk2","pyruvate dehydrogenase kinase, isoenzyme 2"
"chr11",95076076,95077153,1078,"*",11.9945627920444,6.84091326992434,1.75335694501167,0.2,"both","exo_only","False","CpG:",1310,1077,1939,95076070,95078009,"Promoter (<=1kb)",11,95044474,95076714,32241,2,"16400","ENSMUST00000001548.13",0,"ENSMUSG00000001507","Itga3","integrin alpha 3"
"chr11",95118223,95118488,266,"*",14.0524874581606,12.4015638591474,1.13312221085694,1,"both","exo_only","False","CpG:",1310,265,3247,95117218,95120465,"Promoter (1-2kb)",11,95120119,95125296,5178,1,"13393","ENSMUST00000092768.6",-1631,"ENSMUSG00000001510","Dlx3","distal-less homeobox 3"
"chr11",95145051,95146306,1256,"*",7.68180932553216,6.42859096219405,1.19494448639028,1,"both","both","False","CpG:",1310,1255,1777,95144557,95146334,"Promoter (<=1kb)",11,95140447,95146263,5817,2,"13394","ENSMUST00000021241.7",0,"ENSMUSG00000020871","Dlx4","distal-less homeobox 4"
"chr11",95258592,95259657,1066,"*",16.4711546243784,15.497563557454,1.06282220191032,1,"both","both","False","CpG:",1311,1065,3713,95257316,95261029,"Promoter (1-2kb)",11,95261529,95269265,7737,1,"93670","ENSMUST00000021242.4",-1872,"ENSMUSG00000020872","Tac4","tachykinin 4"
"chr11",95309551,95310258,708,"*",57.5356336227273,90.0412951524622,0.638991626289973,0.4,"both","both","False","CpG:",1312,707,3893,95307542,95311435,"Promoter (<=1kb)",11,95274259,95309602,35344,2,"217127","ENSMUST00000072621.11",0,"ENSMUSG00000038909","Kat7","K(lysine) acetyltransferase 7"
"chr11",95336959,95337612,654,"*",25.7331526666783,22.6264243932083,1.137305312562,1,"both","both","False","CpG:",1312,653,4516,95336634,95341150,"Promoter (<=1kb)",11,95337018,95381872,44855,1,"215512","ENSMUST00000037502.6",0,"ENSMUSG00000038893","Fam117a","family with sequence similarity 117, member A"
"chr11",95384422,95385054,633,"*",36.8483039762451,24.1451662971284,1.52611514548266,0.4,"both","both","False","CpG:",1312,632,2288,95382970,95385258,"Promoter (<=1kb)",11,95384692,95391776,7085,1,"110172","ENSMUST00000021243.15",0,"ENSMUSG00000020873","Slc35b1","solute carrier family 35, member B1"
"chr11",95413810,95414131,322,"*",18.0152639344163,20.1451606571616,0.894272537261296,0.7,"both","both","False","CpG:",1312,321,5065,95411037,95416102,"Promoter (<=1kb)",11,95414080,95493406,79327,1,"20747","ENSMUST00000107724.8",0,"ENSMUSG00000057522","Spop","speckle-type BTB/POZ protein"
"chr11",95513408,95514993,1586,"*",11.9917423784801,9.52509772843722,1.25896266058024,1,"both","exo_only","False","CpG:",1313,1585,3183,95512349,95515532,"Promoter (<=1kb)",11,95509845,95514570,4726,2,"104079","ENSMUST00000058866.7",0,"ENSMUSG00000046719","Nxph3","neurexophilin 3"
"chr11",95577976,95578405,430,"*",26.567784845356,13.343762513191,1.99102650538724,0.4,"both","both","False","CpG:",1314,429,1680,95577114,95578794,"Exon (ENSMUST00000000122.6/18053, exon 3 of 6)",11,95568818,95587735,18918,2,"18053","ENSMUST00000000122.6",9330,"ENSMUSG00000000120","Ngfr","nerve growth factor receptor (TNFR superfamily, member 16)"
"chr11",95585240,95585487,248,"*",25.7947984463552,6.12144705176909,4.21384000028237,0.1,"both","exo_only","False","CpG:",1314,247,4718,95584624,95589342,"Promoter (2-3kb)",11,95568818,95587735,18918,2,"18053","ENSMUST00000000122.6",2248,"ENSMUSG00000000120","Ngfr","nerve growth factor receptor (TNFR superfamily, member 16)"
"chr11",95586294,95586774,481,"*",27.2783438382142,6.36993270342425,4.28235981575602,0.1,"both","exo_only","False","CpG:",1314,480,4229,95585113,95589342,"Promoter (<=1kb)",11,95568818,95587735,18918,2,"18053","ENSMUST00000000122.6",961,"ENSMUSG00000000120","Ngfr","nerve growth factor receptor (TNFR superfamily, member 16)"
"chr11",95712598,95713525,928,"*",21.0323960533775,8.04977777695095,2.61279213366609,0.2,"both","both","False","CpG:",1315,927,2410,95712315,95714725,"Promoter (<=1kb)",11,95713011,95835115,122105,1,"237928","ENSMUST00000133070.7",0,"ENSMUSG00000050860","Phospho1","phosphatase, orphan 1"
"chr11",95823997,95824710,714,"*",32.4689797537105,9.74888893398079,3.33053130193497,0.1,"both","both","False","CpG:",1316,713,3108,95822948,95826056,"Promoter (<=1kb)",11,95824499,95830701,6203,1,"237928","ENSMUST00000150134.1",0,"ENSMUSG00000050860","Phospho1","phosphatase, orphan 1"
"chr11",95830487,95831358,872,"*",17.796998082229,5.78871869015962,3.07442787166053,0.666666666666667,"both","exo_only","False","CpG:",1316,871,977,95830659,95831636,"5' UTR",11,95832723,95835890,3168,2,"66610","ENSMUST00000137645.1",4532,"ENSMUSG00000018381","Abi3","ABI family member 3"
"chr11",95858763,95859843,1081,"*",41.3427775057699,25.1833523348838,1.64167093228895,0.4,"both","both","False","CpG:",1316,1080,5559,95856513,95862072,"Promoter (<=1kb)",11,95858865,95861044,2180,1,"73906","ENSMUST00000146868.1",0,"ENSMUSG00000086015","4833417C18Rik","RIKEN cDNA 4833417C18 gene"
"chr11",95914481,95915069,589,"*",11.3917435924878,8.54971485293333,1.33241210829147,1,"both","both","False","CpG:",1316,588,1790,95913602,95915392,"Promoter (<=1kb)",11,95865943,95914891,48949,2,"14422","ENSMUST00000038343.6",0,"ENSMUSG00000013418","B4galnt2","beta-1,4-N-acetyl-galactosaminyl transferase 2"
"chr11",96004570,96007818,3249,"*",2.31902980997459,5.39426831131678,0.429906277577893,0.2,"both","both","False","CpG:",1317,3248,3541,96005162,96008703,"Promoter (<=1kb)",11,95957163,96005940,48778,2,"140486","ENSMUST00000013559.2",0,"ENSMUSG00000013415","Igf2bp1","insulin-like growth factor 2 mRNA binding protein 1"
"chr11",96034863,96035086,224,"*",1.23293467325258,13.6113043832449,0.0905816693637594,0.333333333333333,"both","endo_only","False","CpG:",1317,223,1591,96034517,96036108,"Promoter (<=1kb)",11,96034885,96047430,12546,1,"27681","ENSMUST00000006217.9",0,"ENSMUSG00000006058","Snf8","SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)"
"chr11",96064603,96065527,925,"*",27.9633172950791,34.065436840762,0.820870650383639,0.7,"both","both","False","CpG:",1317,924,3158,96063517,96066675,"Promoter (<=1kb)",11,96047432,96065388,17957,2,"268470","ENSMUST00000100528.4",0,"ENSMUSG00000014349","Ube2z","ubiquitin-conjugating enzyme E2Z"
"chr11",96075794,96076044,251,"*",136.116864268901,148.125040654563,0.918932164794032,1,"both","both","False","CpG:",1318,250,3088,96074895,96077983,"Promoter (<=1kb)",11,96068852,96075670,6819,2,"11951","ENSMUST00000090541.11",-124,"ENSMUSG00000006057","Atp5mc1","ATP synthase membrane subunit c locus 1"
"chr11",96777424,96777830,407,"*",49.3406447772506,31.8015003550751,1.55151940085671,0.7,"both","both","False","CpG:",1323,406,2776,96776588,96779364,"Promoter (<=1kb)",11,96767555,96777531,9977,2,"74479","ENSMUST00000021246.8",0,"ENSMUSG00000020876","Snx11","sorting nexin 11"
"chr11",96789045,96789802,758,"*",16.5855845039158,15.5633787428569,1.06568019566626,1,"both","both","False","CpG:",1323,757,3263,96787823,96791086,"Promoter (<=1kb)",11,96789127,96803969,14843,1,"12412","ENSMUST00000018810.9",0,"ENSMUSG00000018666","Cbx1","chromobox 1"
"chr11",96829375,96830471,1097,"*",75.9742483140785,72.3999667815891,1.04936855210544,1,"both","both","False","CpG:",1323,1096,3640,96827482,96831122,"Promoter (<=1kb)",11,96817414,96829502,12089,2,"18023","ENSMUST00000167149.7",0,"ENSMUSG00000038615","Nfe2l1","nuclear factor, erythroid derived 2,-like 1"
"chr11",96849886,96850425,540,"*",17.2548864590478,6.05630995108589,2.84907585615793,0.2,"both","exo_only","False","CpG:",1323,539,2625,96848488,96851113,"Promoter (<=1kb)",11,96850393,96850465,73,1,"387170","ENSMUST00000083581.1",0,"ENSMUSG00000065515","Mir152","microRNA 152"
"chr11",96861685,96862289,605,"*",26.8297259368559,25.2364801367731,1.06313264732038,0.7,"both","both","False","CpG:",165,604,4578,96860291,96864869,"Distal Intergenic",11,96854131,96861203,7073,1,"56358","ENSMUST00000147710.1",7554,"ENSMUSG00000018672","Copz2","coatomer protein complex, subunit zeta 2"
"chr11",96916116,96916803,688,"*",42.0384160114424,33.1171629409218,1.26938458123467,0.7,"both","both","False","CpG:",1324,687,4369,96915005,96919374,"Promoter (<=1kb)",11,96916270,96953466,37197,1,"319371","ENSMUST00000131501.7",0,"ENSMUSG00000078700","D030028A08Rik","RIKEN cDNA D030028A08 gene"
"chr11",96943705,96943914,210,"*",32.1105469936868,70.2958574080366,0.45679145511092,0.1,"both","endo_only","False","CpG:",1324,209,4335,96943264,96947599,"Promoter (<=1kb)",11,96937825,96943779,5955,2,"103711","ENSMUST00000153896.1",0,"ENSMUSG00000018659","Pnpo","pyridoxine 5'-phosphate oxidase"
"chr11",96977227,96977733,507,"*",98.7135227083555,97.6789473382292,1.01059159008485,1,"both","both","False","CpG:",1324,506,6895,96973237,96980132,"Promoter (<=1kb)",11,96953341,96977711,24371,2,"78912","ENSMUST00000107624.7",0,"ENSMUSG00000018678","Sp2","Sp2 transcription factor"
"chr11",97021450,97022581,1132,"*",22.4645257242453,13.863930739676,1.6203576132962,0.4,"both","both","False","CpG:",1325,1131,3046,97021486,97024532,"Promoter (2-3kb)",11,97018733,97024731,5999,1,"83395","ENSMUST00000107622.1",2717,"ENSMUSG00000038560","Sp6","trans-acting transcription factor 6"
"chr11",97041351,97041751,401,"*",14.0317198849259,6.03605157823865,2.3246520847359,0.2,"both","exo_only","False","CpG:",1325,400,2201,97040086,97042287,"Promoter (<=1kb)",11,97041560,97049213,7654,1,"107732","ENSMUST00000001485.9",0,"ENSMUSG00000001445","Mrpl10","mitochondrial ribosomal protein L10"
"chr11",97114566,97115340,775,"*",8.35140541934148,5.96606368623177,1.39981834900866,0.4,"both","exo_only","False","CpG:",1325,774,2601,97112937,97115538,"Promoter (<=1kb)",11,97098071,97115331,17261,2,"57765","ENSMUST00000001484.2",0,"ENSMUSG00000001444","Tbx21","T-box 21"
"chr11",97150598,97151802,1205,"*",19.8859541558294,8.79139772828375,2.26197867170224,0.1,"both","endo_only","False","CpG:",1326,1204,4999,97148452,97153451,"Promoter (<=1kb)",11,97137099,97151036,13938,2,"73174","ENSMUST00000107614.7",0,"ENSMUSG00000038517","Tbkbp1","TBK1 binding protein 1"
"chr11",97187128,97188611,1484,"*",45.3606640487855,35.0991255354172,1.29235880828466,0.4,"both","both","False","CpG:",1326,1483,4058,97185950,97190008,"Promoter (<=1kb)",11,97159714,97187881,28168,2,"16211","ENSMUST00000001479.4",0,"ENSMUSG00000001440","Kpnb1","karyopherin subunit beta 1"
"chr11",97279782,97280525,744,"*",15.9914101736481,11.654907385018,1.37207526798579,0.4,"both","both","False","CpG:",1327,743,4539,97277978,97282517,"Promoter (<=1kb)",11,97205842,97280486,74645,2,"19155","ENSMUST00000167806.7",0,"ENSMUSG00000001441","Npepps","aminopeptidase puromycin sensitive"
"chr11",97315596,97315893,298,"*",35.6767881794886,22.4978563339296,1.5857861144612,0.7,"both","both","False","CpG:",1327,297,1788,97314904,97316692,"Promoter (<=1kb)",11,97315716,97329920,14205,1,"67036","ENSMUST00000019026.9",0,"ENSMUSG00000018882","Mrpl45","mitochondrial ribosomal protein L45"
"chr11",97338899,97339134,236,"*",19.1782659123895,23.2100812098878,0.826290340777405,0.7,"both","both","False","CpG:",1327,235,3338,97336848,97340186,"Exon (ENSMUST00000093942.4/217143, exon 11 of 11)",11,97332109,97352016,19908,2,"217143","ENSMUST00000093942.4",12882,"ENSMUSG00000070337","Gpr179","G protein-coupled receptor 179"
"chr11",97362007,97363418,1412,"*",17.414162929303,15.2528374616779,1.14169989505594,0.7,"both","both","False","CpG:",1327,1411,5262,97360181,97365443,"Promoter (<=1kb)",11,97362435,97398542,36108,1,"192157","ENSMUST00000238729.1",0,"ENSMUSG00000038485","Socs7","suppressor of cytokine signaling 7"
"chr11",97415371,97416107,737,"*",18.9085041968181,15.5155072206456,1.21868424460257,0.7,"both","both","False","CpG:",1328,736,2482,97414368,97416850,"Promoter (<=1kb)",11,97415533,97502402,86870,1,"58996","ENSMUST00000121799.7",0,"ENSMUSG00000049807","Arhgap23","Rho GTPase activating protein 23"
"chr11",97440045,97440716,672,"*",18.1996053099533,18.6172715354541,0.977565658603338,1,"both","both","False","CpG:",1328,671,4010,97439013,97443023,"Intron (ENSMUST00000121799.7/58996, intron 1 of 23)",11,97450160,97502400,52241,1,"58996","ENSMUST00000107601.7",-9444,"ENSMUSG00000049807","Arhgap23","Rho GTPase activating protein 23"
"chr11",97500137,97500979,843,"*",0.075659941460379,10.8384297000159,0.0069807106337801,0.5,"endo_only","endo_only","False","CpG:",1328,842,2180,97499002,97501182,"Promoter (<=1kb)",11,97490783,97500340,9558,2,"100141474","ENSMUST00000056955.1",0,NA,"4933428G20Rik","RIKEN cDNA 4933428G20 gene"
"chr11",97534456,97535279,824,"*",4.95611734609072,20.9512222857324,0.236555045739064,0.1,"both","endo_only","False","CpG:",1329,823,2339,97533604,97535943,"Promoter (1-2kb)",11,97509340,97536945,27606,2,"56013","ENSMUST00000238233.1",1666,"ENSMUSG00000038453","Srcin1","SRC kinase signaling inhibitor 1"
"chr11",97628255,97629965,1711,"*",7.60336685313395,14.9449255625001,0.508759098286334,0.2,"both","endo_only","False","CpG:",1329,1710,4311,97627463,97631774,"Promoter (<=1kb)",11,97627389,97629702,2314,2,"103551","ENSMUST00000052281.5",0,"ENSMUSG00000043439","Epop","elongin BC and polycomb repressive complex 2 associated protein"
"chr11",97660038,97660553,516,"*",14.8950607328874,11.4203803972587,1.30425259183685,0.7,"both","both","False","CpG:",1330,515,2034,97659540,97661574,"Promoter (2-3kb)",11,97663414,97685463,22050,1,"246198","ENSMUST00000044730.11",-2861,"ENSMUSG00000038437","Mllt6","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6"
